transaction_id,date,product_category,product_name,quantity,price,total_amount,customer_id,region
861,2023-09-06,Electronics,Laptop,5,455.13,2275.65,118,South
862,2023-02-16,Food,Beverages,4,239.35,957.4,94,North
863,2023-05-01,Clothing,T-Shirt,1,238.49,238.49,155,East
864,2023-08-02,Clothing,Dress,4,382.68,1530.72,167,East
865,2023-08-27,Clothing,Shoes,5,85.7,428.5,137,West
866,2023-02-25,Electronics,Headphones,4,248.76,995.04,149,East
867,2023-12-16,Food,Snacks,3,220.69,662.07,76,South
868,2023-04-17,Food,Bakery,3,302.49,907.47,29,North
869,2023-11-15,Electronics,Headphones,5,499.78,2498.9,161,East
870,2023-02-17,Food,Beverages,1,387.03,387.03,190,West
871,2023-03-02,Electronics,Laptop,1,204.95,204.95,117,North
872,2023-12-03,Electronics,Headphones,2,415.5,831.0,15,East
873,2023-01-26,Electronics,Smartphone,5,93.65,468.25,2,West
874,2023-10-19,Clothing,Jeans,4,24.93,99.72,180,East
875,2023-09-14,Food,Fruits,5,110.18,550.9,117,North
876,2023-01-08,Electronics,Headphones,2,176.8,353.6,172,North
877,2023-04-23,Food,Dairy,5,260.18,1300.9,182,North
878,2023-12-21,Clothing,Jeans,5,311.41,1557.05,18,South
879,2023-09-10,Electronics,Smartphone,2,456.2,912.4,3,East
880,2023-06-29,Home,Tools,1,259.83,259.83,135,South
881,2023-07-26,Clothing,T-Shirt,4,255.63,1022.52,171,North
882,2023-10-30,Home,Decor,2,34.62,69.24,166,West
883,2023-05-07,Food,Bakery,3,27.11,81.33,165,East
884,2023-02-25,Food,Beverages,1,280.07,280.07,186,South
885,2023-08-02,Clothing,Jeans,3,224.71,674.13,161,East
886,2023-01-14,Food,Beverages,1,421.2,421.2,108,West
887,2023-01-28,Home,Decor,4,88.73,354.92,187,South
888,2023-03-19,Electronics,Smartphone,4,22.24,88.96,95,North
889,2023-08-04,Electronics,Smartphone,5,230.03,1150.15,122,South
890,2023-12-31,Electronics,Laptop,3,126.36,379.08,11,East
891,2023-06-03,Clothing,Shoes,1,34.31,34.31,68,East
892,2023-01-14,Food,Snacks,4,365.05,1460.2,123,East
893,2023-07-06,Home,Decor,2,64.68,129.36,196,East
894,2023-11-08,Food,Dairy,4,308.08,1232.32,113,North
895,2023-01-07,Food,Dairy,2,147.71,295.42,98,South
896,2023-01-03,Food,Dairy,1,95.01,95.01,93,North
897,2023-04-21,Electronics,Smartwatch,4,196.08,784.32,22,North
898,2023-08-26,Home,Bedding,4,402.71,1610.84,194,North
899,2023-12-29,Home,Decor,1,202.13,202.13,172,East
900,2023-08-27,Food,Fruits,4,377.88,1511.52,127,East
901,2023-10-01,Electronics,Tablet,2,71.49,142.98,134,East
902,2023-10-21,Electronics,Tablet,4,388.66,1554.64,170,South
903,2023-08-15,Home,Bedding,3,126.1,378.3,25,West
904,2023-01-15,Electronics,Headphones,5,341.92,1709.6,185,East
905,2023-07-11,Electronics,Laptop,2,287.23,574.46,85,South
906,2023-04-29,Electronics,Smartwatch,3,465.28,1395.84,55,East
907,2023-01-28,Clothing,Shoes,1,199.79,199.79,144,East
908,2023-07-21,Food,Fruits,2,42.42,84.84,95,North
909,2023-02-08,Home,Bedding,5,19.39,96.95,142,North
910,2023-09-30,Home,Decor,5,415.16,2075.8,167,North
911,2023-08-19,Clothing,Dress,1,267.12,267.12,156,South
912,2023-03-27,Food,Snacks,1,389.87,389.87,179,West
913,2023-05-06,Home,Tools,2,124.87,249.74,119,West
914,2023-10-27,Electronics,Tablet,4,179.09,716.36,177,South
915,2023-01-25,Home,Cookware,1,24.75,24.75,9,East
916,2023-05-25,Electronics,Tablet,4,481.13,1924.52,186,South
917,2023-01-13,Clothing,Shoes,3,337.26,1011.78,173,East
918,2023-07-31,Electronics,Headphones,5,467.27,2336.35,150,South
919,2023-01-25,Home,Tools,4,140.09,560.36,160,South
920,2023-03-09,Home,Bedding,5,309.62,1548.1,197,South
921,2023-03-08,Home,Decor,4,342.46,1369.84,197,West
922,2023-08-21,Clothing,Dress,3,165.6,496.8,42,North
923,2023-04-19,Clothing,Jeans,1,425.57,425.57,53,South
924,2023-05-26,Food,Beverages,3,474.11,1422.33,187,West
925,2023-04-21,Home,Furniture,1,443.58,443.58,74,North
926,2023-08-16,Electronics,Tablet,1,372.14,372.14,39,North
927,2023-04-21,Clothing,Dress,5,145.96,729.8,122,South
928,2023-02-03,Home,Furniture,3,147.99,443.97,15,East
929,2023-04-21,Home,Cookware,4,482.05,1928.2,199,East
930,2023-09-21,Clothing,Jacket,3,15.04,45.12,157,East
931,2023-08-24,Food,Fruits,5,360.86,1804.3,123,South
932,2023-03-24,Clothing,Dress,1,356.06,356.06,111,East
933,2023-02-11,Clothing,Jeans,5,315.12,1575.6,131,West
934,2023-04-11,Electronics,Smartwatch,2,495.15,990.3,83,West
935,2023-01-06,Electronics,Tablet,2,162.82,325.64,10,West
936,2023-06-29,Food,Dairy,4,176.59,706.36,92,West
937,2023-10-09,Home,Tools,5,48.68,243.4,29,North
938,2023-11-16,Clothing,Dress,4,226.97,907.88,35,West
939,2023-08-14,Food,Snacks,4,137.91,551.64,6,East
940,2023-11-11,Electronics,Smartphone,2,178.26,356.52,140,South
941,2023-12-31,Clothing,Jeans,4,418.94,1675.76,111,East
942,2023-08-17,Home,Decor,2,468.39,936.78,38,West
943,2023-10-16,Electronics,Smartphone,1,101.01,101.01,77,North
944,2023-05-30,Electronics,Headphones,5,192.53,962.65,93,West
945,2023-10-04,Electronics,Tablet,4,465.03,1860.12,147,South
946,2023-07-17,Food,Dairy,2,40.29,80.58,67,East
947,2023-03-11,Home,Furniture,3,55.26,165.78,136,South
948,2023-04-22,Clothing,T-Shirt,4,89.77,359.08,8,South
949,2023-01-04,Food,Bakery,1,301.65,301.65,122,South
950,2023-12-16,Food,Fruits,1,83.73,83.73,84,East
951,2023-11-27,Food,Snacks,3,484.36,1453.08,175,West
952,2023-11-14,Electronics,Smartphone,2,228.89,457.78,132,South
953,2023-12-16,Home,Decor,4,255.74,1022.96,179,East
954,2023-04-05,Food,Bakery,2,130.86,261.72,85,North
955,2023-06-01,Clothing,Jacket,1,240.77,240.77,195,East
956,2023-11-07,Home,Decor,2,334.34,668.68,45,North
957,2023-05-17,Clothing,Jacket,1,378.08,378.08,136,East
958,2023-09-04,Home,Cookware,2,379.4,758.8,87,West
959,2023-08-31,Clothing,Jeans,3,293.17,879.51,16,South
960,2023-01-31,Electronics,Smartwatch,5,453.14,2265.7,77,West
961,2023-02-09,Food,Snacks,3,410.53,1231.59,195,East
962,2023-08-17,Clothing,Dress,3,380.95,1142.85,9,South
963,2023-02-05,Home,Tools,5,37.25,186.25,60,North
964,2023-08-11,Food,Beverages,5,13.37,66.85,78,East
965,2023-01-06,Food,Beverages,4,114.1,456.4,77,South
966,2023-11-18,Home,Furniture,4,335.13,1340.52,71,North
967,2023-08-08,Clothing,Shoes,3,211.49,634.47,15,North
968,2023-03-16,Electronics,Headphones,3,207.18,621.54,71,West
969,2023-01-04,Electronics,Smartphone,1,443.45,443.45,102,East
970,2023-12-01,Clothing,Shoes,1,448.83,448.83,169,North
971,2023-05-14,Food,Snacks,4,455.5,1822.0,22,South
972,2023-04-28,Food,Dairy,4,163.8,655.2,152,North
973,2023-04-04,Food,Fruits,1,348.62,348.62,113,North
974,2023-03-03,Food,Dairy,1,143.1,143.1,172,West
975,2023-07-13,Clothing,Shoes,2,103.4,206.8,1,West
976,2023-12-01,Food,Dairy,2,100.47,200.94,10,South
977,2023-07-22,Home,Bedding,1,177.63,177.63,110,West
978,2023-01-26,Food,Dairy,2,220.68,441.36,200,North
979,2023-06-22,Electronics,Laptop,5,417.17,2085.85,184,North
980,2023-10-27,Food,Dairy,4,68.75,275.0,113,West
981,2023-05-13,Clothing,Shoes,4,370.11,1480.44,50,North
982,2023-11-22,Electronics,Smartwatch,1,270.41,270.41,12,North
983,2023-04-28,Clothing,Shoes,3,151.09,453.27,89,South
984,2023-11-20,Clothing,Dress,1,251.48,251.48,188,West
985,2023-10-02,Electronics,Smartphone,2,156.97,313.94,154,North
986,2023-07-31,Clothing,Shoes,3,302.08,906.24,112,West
987,2023-08-13,Clothing,Jeans,2,222.58,445.16,78,South
988,2023-01-20,Food,Fruits,5,90.56,452.8,169,West
989,2023-04-23,Home,Decor,2,67.13,134.26,164,North
990,2023-05-20,Clothing,Jeans,5,277.88,1389.4,121,West
991,2023-02-16,Clothing,Dress,5,452.18,2260.9,23,North
992,2023-01-01,Clothing,Jeans,2,178.54,357.08,171,North
993,2023-03-31,Food,Dairy,2,369.17,738.34,134,North
994,2023-05-22,Home,Cookware,5,332.74,1663.7,197,South
995,2023-11-16,Electronics,Smartphone,3,466.46,1399.38,171,West
996,2023-02-07,Food,Bakery,5,412.28,2061.4,25,South
997,2023-10-20,Food,Snacks,4,287.64,1150.56,18,West
998,2023-05-19,Home,Decor,5,331.94,1659.7,190,South
999,2023-12-22,Home,Decor,3,450.21,1350.63,141,East
1000,2023-11-29,Food,Bakery,4,205.76,823.04,43,North
